Market,Sentiment,Concept,Verbatim
US,Likes,Skin Benefit Scrub Collection X3,"I love a beauty bar/soap, hypoallergenic"
US,Likes,Skin Benefit Scrub Collection X3,refresh dull skin.
US,Likes,Skin Benefit Scrub Collection X3,I like that these are different scrubs to help revitalize your skin
US,Likes,Skin Benefit Scrub Collection X3,I like the pictures better and this one
US,Likes,Skin Benefit Scrub Collection X3,Everything
US,Likes,Skin Benefit Scrub Collection X3,Looks like it would draw me in
US,Likes,Skin Benefit Scrub Collection X3,"I liked that there are three different scrubs for three different problems, and I liked the unique ingredients."
US,Likes,Skin Benefit Scrub Collection X3,To the point
US,Likes,Skin Benefit Scrub Collection X3,Easy to use
US,Likes,Skin Benefit Scrub Collection X3,The scrub scent
US,Likes,Skin Benefit Scrub Collection X3,Great concept
US,Likes,Skin Benefit Scrub Collection X3,It has Bergamot in it!!! A favorite of mine.
US,Likes,Skin Benefit Scrub Collection X3,It's very important for me
US,Likes,Skin Benefit Scrub Collection X3,Exciting
US,Likes,Skin Benefit Scrub Collection X3,Ph elements
US,Likes,Skin Benefit Scrub Collection X3,Revitalizing
US,Likes,Skin Benefit Scrub Collection X3,its good
US,Likes,Skin Benefit Scrub Collection X3,Suitabke for all skin is 100% vegan
US,Likes,Skin Benefit Scrub Collection X3,The concept is nice.
US,Likes,Skin Benefit Scrub Collection X3,Kind to skin
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Jelly feel
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Pink color part
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Its very unnecessary
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Price
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Is the same as other already existing products
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,The price is a bit much
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,I would have to try and buy the product before I can say if the product say its  worked the claims on my skin.
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,The packing picture
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Masy be greasy
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,"The price and it be concerned wouldn't be suitable for wiping the face, especially with make up on."
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Price
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Cleaning wipes are not good for the skin.
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Nothing
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Im not sure its a product I would use enough to become a regular buy
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,"I feel it contains too many artificial ingredients and it will effect the natural moisturise of the skin making it feel unreal and fake, its looks like its too much glitter not an everyday use the product."
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Not for my age group
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I am conscious if too many chemicals are used
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The first photo
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Worry it could be greasy on my skin and cause blemishes
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Flavour and glitter
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Price
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The writing is too small
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I'm not sure I would pay £10 unless there was enough to last a while
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I would need to buy before I feel it has worked on the skin and the ingredients its used.
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,looks expensive and a bit of a lie
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,No thing
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Nothing
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Nothing in particular
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"Just a hand cream, the price"
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,looks greasy
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"It’s a strange concept to have glittery, shimmery hands"
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"Maybe the tanning part, as will need to try. Is suitable for all skins?"
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,There is nothing that i didn't like
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I don't like the picture of the sparkly gloves.
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,It is a really odd product and I am not sure anyone would like it
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"The gloves part is a bit confusing, made me think we wear gloves before I saw the images"
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Glitter
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,It's something I wouldn't use
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,im not a moisturiser girlie so wont be buying
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,No thing
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Nothing
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Nothing in particular
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Price
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,does it really look like the pic in real life
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,There is nothing I didn't like
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,It looks like a big lip balm that greases you all over.
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,It's a stick
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,The price
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,No thing
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nice
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing in particular
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The price
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,there plenty of other products like thuson the market
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,There is nothing I didn't like
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing to dislike about this idea.
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Feel like it might be sticky to touch. Can't apply whilst out and about as have to wait 30seconds to dry.
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,You cannot get rid of cellulite with a cream in any way shape or form.
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,nothing
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Just like bio pil
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,It may be a bit misleading thinking using it would get rid of cellulite
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like eco friendly packaging so would want the ball shape to be recyclable and made of sustainable resources
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,would be nice to have a big jar for a better value for money
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,there is nothing i dislike
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Nothing
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Somewhat unbelievable
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,A little gimmicky and not sure people need it
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Picture
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,does it do exactly what it says. Tried similar products in past that didnt work
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,I dislike the price
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Slightly overpriced
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,nothing
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gimmicky
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,It is described as magical - is it really?
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Again I would want the packaging eco friendly and sustainably resourced
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,"small amount, a bit pricy"
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Not much
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,I do not like the 3 first pictures.
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Somewhat unbelievable
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gimmicky and not sure it’s any better than a body moisturiser.
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Pictures
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,I dont dislike anything
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,doesnt mention if you can also use on your face
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,It’s not hugely different to other products out there
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing has worked in the past
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,I do not believe the four week turnaround.
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Nothing
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Described as magical is that too optimistic
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Make packaging sustainable
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,"quite pricy, small bottle"
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,How to describe the product...
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Dont tryst that tube
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,i do not like the 3 pictures
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Price
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Seems very easy to use
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Gimmicky and not sure it’s something people  would use long term.
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Image picture
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Same as most moisturiser’s
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Price for amount of product
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Amazon
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,the price is too much then expected
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,nothing
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Nothing.
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,it didn't sound believeable
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Price is alot for the amount of product
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Price
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Dont like the price.
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Nothing
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Qood
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,The while comcept
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,the price
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Nothing
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Pice
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Small bottle
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,the product should be at least in a 150 ml pack for the available price
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,none
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Price is a bit much for 90ml
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,High price
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Price
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Seems a pointless
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,No thing
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,I dont like its got alcohol in
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Curious about how it would look if sprayed during the day on top of makeup
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Quality
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Ingredients
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The price is too high
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,nothings
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Vanilla is a very strong fragrance.
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,nothing
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The price is the only thing I didn't like.
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Expensive for what it is
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Price
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Price is ridiculous
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,I have rather sensitive skin and so would be reluctant to try it
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Nothing
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Quality
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,practical everyday product
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,The product sounds lovely and quick and easy to use
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,hydrating
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,A cooling jelly sounds great
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,What it does
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,"This product sounds rather innovative, distinctive and exciting because I've never heard of anything quite like it before."
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,It helps soothe and replenish skin
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,It's very nice
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Looks very new
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,the wipes would be refreshing and have a great fragrance
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Looks easy and fun
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,I like the cool aid idea. Interesting to see what jelly cream is like
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,"Hudrate skin brightening, emergency pouch"
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,The picture is most attractive
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Idea
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Glimmer effect
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,"I like the idea of the cherry and cucumber scents, and the cooling aspect of the product."
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Believable
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,The idea of hydrating skin in this way
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,I love that it hydrates for hundred hours and is cooling and to be stored in the fridge.
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,100 hour hydration
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,keeps my skin hydrated and soft even after a night  out
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,I love the smell and idea about cooling jelly for skin sounds interesting
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Smell and moisturising
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,The name
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Targeted product
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Love the cooling element of this jelly to refresh skin and wake up your senses.
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,A good product
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,Colour
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,I like the idea of it being fresh and cold from fridge
UK,Likes,Soap & Glory Girl'S Night Out Cool Aid​,I like being cool and fresh and hydrated
