Market,Sentiment,Concept,Verbatim,Period
US,Likes,Ph Sensitive Skin Body Wash,Want to try this,FY26
US,Likes,Ph Sensitive Skin Body Wash,I liked it alot,FY26
US,Likes,Ph Sensitive Skin Body Wash,Love the images and descriptions,FY26
US,Likes,Ph Sensitive Skin Body Wash,The scent,FY26
US,Likes,Ph Sensitive Skin Body Wash,Good concept,FY26
US,Likes,Ph Sensitive Skin Body Wash,Ingredients,FY26
US,Likes,Ph Sensitive Skin Body Wash,Its vegan,FY26
US,Likes,Ph Sensitive Skin Body Wash,I like that it’s vegan and for sensitive skin,FY26
US,Likes,Ph Sensitive Skin Body Wash,"Looks like it smells awesome, and great moisturizer.",FY26
US,Likes,Ph Sensitive Skin Body Wash,I dont know,FY26
US,Likes,Ph Sensitive Skin Body Wash,I love that this natural and the ingredients,FY26
US,Likes,Skin Benefit Scrub Collection X3,It’s descriptive yet to Theo pint,FY26
US,Likes,Skin Benefit Scrub Collection X3,Dermatologist tested. good ingredients,FY26
US,Likes,Skin Benefit Scrub Collection X3,Good,FY26
US,Likes,Skin Benefit Scrub Collection X3,I love the pink color of the scrub n looks fragrant,FY26
US,Likes,Skin Benefit Scrub Collection X3,It's made with volcanic ash and it's made for all skin types.,FY26
US,Likes,Skin Benefit Scrub Collection X3,Minimal ingredients,FY26
US,Likes,Skin Benefit Scrub Collection X3,I love that it wont make my skin feel dry and stripped. I like the omega 3.,FY26
US,Likes,Skin Benefit Scrub Collection X3,Bright colors,FY26
US,Likes,Skin Benefit Scrub Collection X3,"exfoliant, quality ingredients, vegan",FY26
US,Likes,Skin Benefit Scrub Collection X3,All thing,FY26
US,Likes,Skin Benefit Scrub Collection X3,Its vegan,FY26
US,Likes,Skin Benefit Scrub Collection X3,Easy to use smooth skin,FY26
US,Likes,Skin Benefit Scrub Collection X3,Rejuvenating your skin.,FY26
US,Likes,Skin Benefit Scrub Collection X3,The description,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like that it DETOXES,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like most of the images.,FY26
US,Likes,Skin Benefit Scrub Collection X3,"Vegan, uses",FY26
US,Likes,Skin Benefit Scrub Collection X3,Remarkable moisturizing properties,FY26
US,Likes,Skin Benefit Scrub Collection X3,Getting rid of dead skin,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like that there are three varieties for different skin issues.,FY26
US,Likes,Skin Benefit Scrub Collection X3,Vegan,FY26
US,Likes,Skin Benefit Scrub Collection X3,"I like that people with sensitive skin can use it, and i like the fragrances.",FY26
US,Likes,Skin Benefit Scrub Collection X3,shows the product being used,FY26
US,Likes,Skin Benefit Scrub Collection X3,"like that it is for problem skin, has high vitamin c content.  helps for dry skin",FY26
US,Likes,Skin Benefit Scrub Collection X3,It shows facts of all 3,FY26
US,Likes,Skin Benefit Scrub Collection X3,I liked that it’s a nourishing scrub,FY26
US,Likes,Skin Benefit Scrub Collection X3,It seems like they are trying more natural approaches,FY26
US,Likes,Skin Benefit Scrub Collection X3,All the fragrance,FY26
US,Likes,Skin Benefit Scrub Collection X3,Its an ok product,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like that it is vegan,FY26
US,Likes,Skin Benefit Scrub Collection X3,Vegan all skin typed,FY26
US,Likes,Skin Benefit Scrub Collection X3,looks simple and natural,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like that it is a skin benefits scrub.,FY26
US,Likes,Skin Benefit Scrub Collection X3,"I love a beauty bar/soap, hypoallergenic",FY26
US,Likes,Skin Benefit Scrub Collection X3,refresh dull skin.,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like that these are different scrubs to help revitalize your skin,FY26
US,Likes,Skin Benefit Scrub Collection X3,I like the pictures better and this one,FY26
US,Likes,Skin Benefit Scrub Collection X3,Everything,FY26
US,Likes,Skin Benefit Scrub Collection X3,Looks like it would draw me in,FY26
US,Likes,Skin Benefit Scrub Collection X3,"I liked that there are three different scrubs for three different problems, and I liked the unique ingredients.",FY26
US,Likes,Skin Benefit Scrub Collection X3,To the point,FY26
US,Likes,Skin Benefit Scrub Collection X3,Easy to use,FY26
US,Likes,Skin Benefit Scrub Collection X3,The scrub scent,FY26
US,Likes,Skin Benefit Scrub Collection X3,Great concept,FY26
US,Likes,Skin Benefit Scrub Collection X3,It has Bergamot in it!!! A favorite of mine.,FY26
US,Likes,Skin Benefit Scrub Collection X3,It's very important for me,FY26
US,Likes,Skin Benefit Scrub Collection X3,Exciting,FY26
US,Likes,Skin Benefit Scrub Collection X3,Ph elements,FY26
US,Likes,Skin Benefit Scrub Collection X3,Revitalizing,FY26
US,Likes,Skin Benefit Scrub Collection X3,its good,FY26
US,Likes,Skin Benefit Scrub Collection X3,Suitabke for all skin is 100% vegan,FY26
US,Likes,Skin Benefit Scrub Collection X3,The concept is nice.,FY26
US,Likes,Skin Benefit Scrub Collection X3,Kind to skin,FY26
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Jelly feel,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Pink color part,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Its very unnecessary,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Price,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,Is the same as other already existing products,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,The price is a bit much,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Cool Aid​,I would have to try and buy the product before I can say if the product say its  worked the claims on my skin.,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,The packing picture,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Masy be greasy,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,"The price and it be concerned wouldn't be suitable for wiping the face, especially with make up on.",Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Price,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Cleaning wipes are not good for the skin.,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Nothing,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,Im not sure its a product I would use enough to become a regular buy,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Refresh Queen​,"I feel it contains too many artificial ingredients and it will effect the natural moisturise of the skin making it feel unreal and fake, its looks like its too much glitter not an everyday use the product.",Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Not for my age group,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I am conscious if too many chemicals are used,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The first photo,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Worry it could be greasy on my skin and cause blemishes,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Flavour and glitter,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,Price,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,The writing is too small,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I'm not sure I would pay £10 unless there was enough to last a while,Jan24
UK,Dislikes,Soap & Glory Girl'S Night Out Stardust Stick​,I would need to buy before I feel it has worked on the skin and the ingredients its used.,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,looks expensive and a bit of a lie,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,No thing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Nothing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Nothing in particular,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"Just a hand cream, the price",Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,looks greasy,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"It’s a strange concept to have glittery, shimmery hands",Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"Maybe the tanning part, as will need to try. Is suitable for all skins?",Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,There is nothing that i didn't like,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,I don't like the picture of the sparkly gloves.,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,It is a really odd product and I am not sure anyone would like it,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,"The gloves part is a bit confusing, made me think we wear gloves before I saw the images",Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,Glitter,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow Gloves​,It's something I wouldn't use,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,im not a moisturiser girlie so wont be buying,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,No thing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Nothing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Nothing in particular,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,Price,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,does it really look like the pic in real life,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,There is nothing I didn't like,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,It looks like a big lip balm that greases you all over.,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,It's a stick,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie Glow-On​,The price,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,No thing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nice,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing in particular,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,The price,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,there plenty of other products like thuson the market,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,There is nothing I didn't like,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing to dislike about this idea.,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Nothing,Jan24
UK,Dislikes,Soap & Glory Liquid Lingerie It’S Blur-Fect!​,Feel like it might be sticky to touch. Can't apply whilst out and about as have to wait 30seconds to dry.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,You cannot get rid of cellulite with a cream in any way shape or form.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,nothing,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Just like bio pil,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,It may be a bit misleading thinking using it would get rid of cellulite,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,I like eco friendly packaging so would want the ball shape to be recyclable and made of sustainable resources,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,would be nice to have a big jar for a better value for money,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,there is nothing i dislike,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Nothing,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Somewhat unbelievable,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,A little gimmicky and not sure people need it,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Picture,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,does it do exactly what it says. Tried similar products in past that didnt work,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,I dislike the price,Jan24
UK,Dislikes,Soap & Glory Mission Possible Bounce Back Body Balm​,Slightly overpriced,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,nothing,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gimmicky,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,It is described as magical - is it really?,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Again I would want the packaging eco friendly and sustainably resourced,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,"small amount, a bit pricy",Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Not much,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,I do not like the 3 first pictures.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Somewhat unbelievable,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Gimmicky and not sure it’s any better than a body moisturiser.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Pictures,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,I dont dislike anything,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,doesnt mention if you can also use on your face,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,It’s not hugely different to other products out there,Jan24
UK,Dislikes,Soap & Glory Mission Possible Smooth Operator Elixir​,Nothing has worked in the past,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,I do not believe the four week turnaround.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Nothing,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Described as magical is that too optimistic,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Make packaging sustainable,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,"quite pricy, small bottle",Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,How to describe the product...,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Dont tryst that tube,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,i do not like the 3 pictures,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Price,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Seems very easy to use,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Gimmicky and not sure it’s something people  would use long term.,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Image picture,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Same as most moisturiser’s,Jan24
UK,Dislikes,Soap & Glory Mission Possible Time Travel Body Lotion​,Price for amount of product,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Amazon,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,the price is too much then expected,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,nothing,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Nothing.,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,it didn't sound believeable,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Price is alot for the amount of product,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Price,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Dont like the price.,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Nothing,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,Qood,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Magni-Serum​,The while comcept,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,the price,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Nothing,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Pice,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Small bottle,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,the product should be at least in a 150 ml pack for the available price,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,none,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Price is a bit much for 90ml,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,High price,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Price,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Seems a pointless,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,No thing,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,I dont like its got alcohol in,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Curious about how it would look if sprayed during the day on top of makeup,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Quality,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Press Play Spray​,Ingredients,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The price is too high,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,nothings,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Vanilla is a very strong fragrance.,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,nothing,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,The price is the only thing I didn't like.,Jan24
UK,Dislikes,Soap & Glory Wake-Up Glorious Slumberland Soak​,Expensive for what it is,Jan24
